"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Xkr4",0,1.27154497305223,0.785,0.406,0
"Col19a1",0,2.46960983333961,0.37,0.012,0
"Erbb4",0,4.2534036528798,0.826,0.078,0
"Dner",0,1.16252956864795,0.342,0.083,0
"Pam",0,1.31979609873962,0.593,0.232,0
"Dpp10",0,1.85858055875427,0.581,0.116,0
"Celf2",0,-1.50427984282842,0.691,0.806,0
"Etl4",0,1.41290756611938,0.604,0.234,0
"Gad2",0,1.9895661213249,0.351,0.01,0
"Gad1",0,1.45840970734771,0.348,0.043,0
"Frmd5",0,1.47373345579793,0.586,0.168,0
"Snhg11",0,1.43637398971894,1,0.752,0
"Fgf13",0,1.64906164289915,0.401,0.11,0
"5330434G04Rik",0,1.35616833538422,0.597,0.204,0
"Kcnmb2",0,2.78324175390912,0.569,0.02,0
"Elavl2",0,1.60499144525632,0.449,0.092,0
"Cit",0,2.3040648746631,0.589,0.081,0
"Dlx6os1",0,2.16844246656062,0.384,0.005,0
"Nxph1",0,2.68107503085122,0.595,0.04,0
"Cntnap2",0,1.40793989238767,0.887,0.444,0
"Slc6a1",0,1.03645061352546,0.308,0.06,0
"Usp29",0,1.48535362600238,0.453,0.119,0
"Zfp536",0,1.64368402287356,0.398,0.045,0
"Kcnc1",0,1.18547029961287,0.292,0.051,0
"Gabrg3",0,1.98142493523848,0.63,0.213,0
"Ube3a",0,0.905807746071134,0.95,0.651,0
"Ankrd24",0,1.30947485185765,0.345,0.062,0
"Kcnc2",0,2.59268859368302,0.65,0.124,0
"Grip1",0,3.04516825065075,0.868,0.175,0
"Myo16",0,1.09844967143814,0.264,0.052,0
"Unc5d",0,1.73927145766677,0.654,0.212,0
"Dlc1",0,1.35887082241698,0.432,0.121,0
"Sgcz",0,1.83349134788203,0.652,0.185,0
"4930555F03Rik",0,2.71717957388126,0.406,0.028,0
"Galntl6",0,1.93611741254254,0.849,0.303,0
"Spock3",0,1.2893907352614,0.451,0.119,0
"Cntnap4",0,1.64094802557854,0.321,0.03,0
"Gria4",0,2.21754530903914,0.748,0.194,0
"Ubash3b",0,1.00810538085259,0.251,0.047,0
"Rbms3",0,2.15733434548159,0.506,0.031,0
"Vstm2a",0,1.03079132799616,0.251,0.05,0
"Kcnip1",0,1.6843909649601,0.332,0.025,0
"Coro6",0,1.47852591768008,0.31,0.035,0
"Mef2c",0,1.18427451778483,0.472,0.16,0
"Pde4d",0,1.36530049577039,0.863,0.451,0
"Rab3c",0,1.24471024026094,0.453,0.148,0
"Hcn1",0,1.12079790049119,0.596,0.246,0
"Nrxn3",0,1.73847302428266,0.972,0.597,0
"Meg3",0,1.14382884609574,1,0.894,0
"Zbtb20",0,-2.01912026935185,0.396,0.769,0
"Grik1",0,2.42015805421881,0.447,0.016,0
"Ptprm",0,1.84483243976978,0.448,0.05,0
"Gm38505",0,1.81387448830542,0.372,0.033,0
"Gm26905",0,1.50968547338964,0.467,0.132,0
"Alk",0,1.48506694731625,0.269,0.017,0
"Fgf12",5.78835682156073e-286,1.14220053327907,0.371,0.114,1.00995249822592e-281
"Gm11418",3.11670525346341e-283,1.18695724275367,0.328,0.093,5.43802732624295e-279
"Fam19a1",6.41733139322263e-278,-2.32228764656583,0.173,0.519,1.11969598148948e-273
"Npas3",2.39413143988195e-269,1.08695468960515,0.493,0.18,4.17728053630602e-265
"Col25a1",2.05636667781536e-266,1.7712554984958,0.361,0.12,3.58794857945224e-262
"Garnl3",7.18790219140614e-262,1.02070874435793,0.294,0.079,1.25414517435654e-257
"Efna5",3.17625075946988e-258,1.22030825732719,0.274,0.07,5.54192232512305e-254
"Tmtc2",1.19685890449901e-255,1.06593683680634,0.335,0.099,2.08827941656988e-251
"Nyap2",3.28810046703437e-253,1.27610235603799,0.294,0.084,5.73707769488157e-249
"Rapgef4os1",2.32803436408294e-248,1.08958642671766,0.609,0.294,4.06195435845191e-244
"Slc2a13",7.35472091571557e-246,1.16724919892388,0.526,0.227,1.28325170537405e-241
"Ogt",1.33651335029878e-239,0.933117181367334,0.707,0.38,2.33194849360131e-235
"Kcnip4",2.59569194660596e-239,-1.24097105427499,0.521,0.741,4.52896330843807e-235
"Tmem145",3.51624887187336e-235,0.99672226211154,0.36,0.119,6.13515103164465e-231
"Astn2",7.11978066794374e-230,1.05253810732068,0.603,0.302,1.24225933094282e-225
"Cntnap5c",5.43645679621481e-229,1.17853778840565,0.415,0.161,9.4855298180356e-225
"Apba1",2.87641604492028e-223,1.10014533008368,0.434,0.174,5.0187707151769e-219
"Tenm3",7.0601617007728e-219,1.04510493269177,0.52,0.226,1.23185701355084e-214
"Zfp385b",1.16339039118837e-213,1.11439343817448,0.394,0.156,2.02988355454547e-209
"Thrb",2.5091139851009e-206,0.992957431817677,0.473,0.204,4.37790208120406e-202
"Tcf4",1.4250763510692e-204,0.719379230676518,0.89,0.657,2.48647321734554e-200
"Serpini1",3.74478383217055e-204,1.05655021244071,0.358,0.131,6.53389883037117e-200
"Sntg1",1.38827692105113e-202,0.970538851906605,0.667,0.383,2.42226557185001e-198
"Slit3",1.80530489513104e-202,-1.63126702422777,0.138,0.442,3.14989598102464e-198
"Arpp21",5.76134970808396e-195,-1.5264984678513,0.168,0.466,1.00524029706649e-190
"Cntn5",3.78457526502411e-193,1.29468014223949,0.556,0.291,6.60332692241406e-189
"Rims2",6.88913334132755e-191,0.878451715758566,0.477,0.213,1.20201598539483e-186
"Asic2",5.54487744089392e-188,0.978371853084115,0.635,0.356,9.67470215887172e-184
"Zfp804b",7.87937494617567e-188,1.44334975480471,0.327,0.12,1.37479334060873e-183
"Gm1992",1.47650732532685e-187,0.954743466172441,0.352,0.134,2.57620998123029e-183
"Magi1",1.80494261051851e-187,0.830599100732275,0.397,0.155,3.14926386683269e-183
"Dnm3",2.06239290419595e-183,0.775277526271002,0.377,0.143,3.5984631392411e-179
"RP24-274B19.1",9.66901436963514e-183,0.83134648435941,0.315,0.111,1.68704962721394e-178
"Zmat4",4.14309041691415e-179,1.01025086000166,0.414,0.178,7.22886415943181e-175
"Esrrg",4.43159533548263e-174,0.881705900930257,0.273,0.091,7.7322475413501e-170
"Scn1a",2.64921594339378e-169,0.844970425748879,0.344,0.134,4.62235197803348e-165
"Ppp3ca",3.88966082833588e-169,-1.0284151669793,0.595,0.714,6.78668021328045e-165
"Lrrc4c",4.10250076891294e-169,0.758238642708881,0.772,0.529,7.1580433415993e-165
"Gm13944",1.38521381096237e-166,1.04791811422372,0.329,0.131,2.41692105736714e-162
"Hdac3",8.88213418692521e-163,0.802651361283857,0.426,0.19,1.54975477293471e-158
"Slc35f1",3.98076543619884e-162,0.830040138167775,0.394,0.166,6.94563953307974e-158
"Cadm2",8.24544044821236e-158,-0.842085419753721,0.702,0.8,1.43866444940409e-153
"Ctnna2",2.01231832230768e-156,0.747665838167853,0.79,0.547,3.51109300876244e-152
"Gabrb1",4.49398044674941e-156,-1.18899297513522,0.444,0.641,7.84109708348837e-152
"Lrrtm4",4.51705372079838e-155,0.578254446153372,0.887,0.567,7.88135533204901e-151
"Ptchd4",9.75512426577016e-153,0.681431739357632,0.451,0.197,1.70207408189158e-148
