"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cntnap5a",0,1.6009095460401,0.774,0.236,0
"Gm28928",0,1.56100562386702,0.571,0.089,0
"Brinp3",0,1.81073034446089,0.674,0.152,0
"Kcnh7",0,2.19175199938984,0.977,0.306,0
"Ptprt",0,1.26795235506823,0.59,0.139,0
"Tshz2",0,1.58526907285512,0.553,0.104,0
"Pex5l",0,1.98725825012769,0.918,0.287,0
"Ntng1",0,1.62653808010172,0.885,0.259,0
"Ndst3",0,1.67738622061106,0.568,0.085,0
"Ndst4",0,2.02098498812448,0.61,0.069,0
"Tox",0,1.31715091050808,0.475,0.077,0
"Ptprd",0,1.23847115084503,0.998,0.704,0
"Ldb2",0,1.9143068553495,0.78,0.149,0
"Kctd8",0,1.70518269061028,0.431,0.039,0
"Fras1",0,1.61573071117201,0.442,0.039,0
"Cadps2",0,1.67270804247799,0.657,0.143,0
"Grm8",0,2.04289887508489,0.707,0.082,0
"Lrrtm4",0,1.37177926368447,0.993,0.578,0
"Cntn6",0,1.49836920073613,0.433,0.051,0
"Cntn4",0,1.95204214609127,0.938,0.312,0
"Adgra1",0,1.34270791910636,0.457,0.081,0
"Slc35f1",0,1.68187925149127,0.741,0.164,0
"Sgcz",0,1.17205779327471,0.75,0.202,0
"Fezf2",0,1.27200140478372,0.398,0.054,0
"Stac",0,1.20573396132062,0.263,0.017,0
"Coro6",0,1.23802336592919,0.321,0.047,0
"Hcn1",0,2.18527305141198,0.917,0.251,0
"Etv1",0,1.28575350127689,0.462,0.092,0
"Meg3",0,1.26816428397313,1,0.899,0
"Slc8a1",0,1.4160603663477,0.862,0.331,0
"Sorcs1",0,1.79532088480087,0.583,0.068,0
"Cntnap5b",0,1.45103672677878,0.689,0.189,0
"Cdh6",0,1.57056339175413,0.368,0.026,0
"4930419G24Rik",0,2.19773260366648,0.988,0.467,0
"Gm27247",0,1.61170798764829,0.52,0.072,0
"Tmem132d",3.76550845791993e-298,1.18150380661619,0.422,0.081,6.5700591573787e-294
"Cntn3",1.18377110509792e-283,1.31433788456565,0.624,0.174,2.06544382417486e-279
"Agbl4",3.90648925063019e-279,1.35450519049301,0.773,0.278,6.81604244449955e-275
"Grid2",5.08724599096977e-278,1.22344758466899,0.862,0.333,8.87622680504405e-274
"St6galnac3",1.48475376735942e-276,1.33002394938455,0.66,0.199,2.59059837328872e-272
"Efna5",8.56691447871314e-274,1.35276624937475,0.389,0.075,1.49475523824587e-269
"Zbtb20",9.95545134347043e-274,-2.5437512952901,0.336,0.754,1.73702715040872e-269
"Lpp",7.65540177627647e-267,1.3676038666993,0.577,0.157,1.33571450192472e-262
"Pbx3",2.55689826676418e-263,1.02903453188857,0.26,0.036,4.46127609585014e-259
"Gm43507",2.9628077511698e-262,1.04639755847103,0.278,0.041,5.16950696424106e-258
"Tmem91",8.63458910206172e-261,1.1712252651179,0.349,0.064,1.50656310652773e-256
"Snhg11",2.79004284241314e-258,1.03621819596037,0.999,0.763,4.86806675144244e-254
"Lrrtm3",8.44996492402368e-252,1.04869389792539,0.623,0.174,1.47434987994365e-247
"Cttnbp2",7.79402462447903e-250,1.21693308206433,0.941,0.536,1.3599014164791e-245
"Grm5",2.15080990617908e-249,1.13676438431719,0.984,0.69,3.75273312430125e-245
"4933413L06Rik",2.39776657258724e-247,1.09128734103734,0.294,0.049,4.18362311585021e-243
"Cntn5",2.50213238144522e-245,1.47950908970402,0.756,0.296,4.36572057914562e-241
"Astn2",3.97285737677574e-245,1.2503454285693,0.793,0.309,6.9318415509983e-241
"Garnl3",2.59766166618743e-240,1.01504915828456,0.4,0.085,4.53240007516383e-236
"Gm26883",4.65285588664569e-240,1.11065508467,0.322,0.058,8.11830295101941e-236
"Pde1a",8.98158719337601e-238,1.19149683067446,0.742,0.27,1.56710733350025e-233
"Samd5",6.07730460464832e-225,0.993566537421849,0.278,0.047,1.06036810741904e-220
"Thrb",1.21516196027095e-224,1.17477903489652,0.64,0.21,2.12021458828076e-220
"Phactr1",1.45356883423278e-224,1.1080857760853,0.932,0.495,2.53618690196936e-220
"Ptprn2",6.46107089529515e-214,1.17461456788033,0.797,0.346,1.1273276498111e-209
"Arid5b",3.66470402841645e-213,1.01738017529599,0.371,0.082,6.39417558878101e-209
"Nrxn3",5.44143770777487e-213,0.961650806787748,0.989,0.613,9.4942205125256e-209
"Parm1",9.40019324622365e-203,0.983175091578182,0.308,0.061,1.6401457176011e-198
"Ctnna3",4.01093197579737e-202,0.90643920973275,0.608,0.19,6.99827411137126e-198
"Khdrbs2",5.99290334295475e-202,1.13224413927649,0.684,0.256,1.04564177527874e-197
"Fam189a1",3.71819583684947e-194,1.10594671666839,0.722,0.285,6.48750809613496e-190
"Gabrg3",9.78669057094269e-191,0.854381128347547,0.665,0.23,1.70758177081808e-186
"Epha6",3.35765760042034e-188,0.90738414472891,0.959,0.553,5.85844098121341e-184
"Stxbp5l",1.65883864328472e-187,1.19919039446296,0.752,0.333,2.89434166480317e-183
"Gm15398",1.22340357654158e-182,1.14635314821301,0.319,0.071,2.13459456034974e-178
"Rab3c",1.72462834807067e-182,1.0285187550389,0.514,0.16,3.0091315417137e-178
"Anks1b",1.15371187529906e-178,0.877301323776615,0.972,0.682,2.0129964800218e-174
"Trpc4",1.78853397112506e-178,1.09070147990782,0.527,0.172,3.120634072819e-174
"Chsy3",6.44501922933276e-178,0.993407527803436,0.448,0.126,1.12452695513398e-173
"Rit2",1.0980877641516e-177,1.00124547970856,0.48,0.143,1.91594353089171e-173
"Kcnq5",7.06885995462876e-177,0.843153990322963,0.865,0.404,1.23337468488363e-172
"Kcnn2",1.20543251355754e-176,0.970784708829575,0.589,0.204,2.1032386496552e-172
"Ptprr",1.45546240000968e-173,0.998921859458894,0.389,0.104,2.53949079553689e-169
"Magi2",1.05952994203031e-172,0.88756436214195,0.969,0.705,1.84866784285449e-168
"Khdrbs3",4.79968640739428e-172,0.963633265994463,0.648,0.242,8.37449284362154e-168
"Osbpl6",9.92719646906123e-171,1.11888712200953,0.664,0.266,1.7320972399218e-166
"Ankrd33b",1.23114587876057e-169,0.924024747571493,0.358,0.09,2.14810332926143e-165
"Gm30382",2.67621638217848e-168,0.88384379460067,0.279,0.059,4.66946234362502e-164
"Caln1",1.12314110877534e-167,0.993988800121391,0.527,0.175,1.95965660659122e-163
"Pde4b",9.78329241557279e-167,0.805054701798749,0.565,0.196,1.70698886066914e-162
"Pcdh15",2.90615040431148e-166,1.10994625470095,0.511,0.171,5.07065122544267e-162
"Cit",1.07779938015307e-162,0.765747319628808,0.403,0.11,1.88054435849108e-158
"Tenm2",2.93749034624017e-162,0.990901121873669,0.992,0.721,5.12533315611985e-158
"Lzts1",9.60456007247883e-162,0.863894832112428,0.334,0.082,1.67580364144611e-157
"Gm11418",5.92982781628016e-160,0.910728935012237,0.377,0.102,1.03463635738456e-155
"Sox5os4",4.69099727280725e-159,0.967880785345726,0.288,0.066,8.1848520415941e-155
"Gria3",1.1332957173862e-157,0.98041264407715,0.728,0.323,1.97737436769545e-153
"Lingo2",1.20611434420178e-157,0.775198130678195,0.937,0.479,2.10442830776326e-153
"Enox1",1.87226991988801e-157,1.003437222825,0.659,0.269,3.26673655622059e-153
"Zfp385b",2.83482820209191e-153,0.968870773666212,0.485,0.163,4.94620824700996e-149
"Crim1",3.21090510880503e-153,0.801606241782311,0.321,0.08,5.60238723384301e-149
"Cdc14b",7.44843840296349e-153,0.950344091620825,0.277,0.063,1.29960353254907e-148
