"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Slc38a11",7.53102901004918e-129,1.98894730966251,0.364,0.005,1.31401394167338e-124
"Zic4",7.79363371835013e-100,1.93842025513935,0.318,0.005,1.35983321117773e-95
"Atp13a5",1.02075847943767e-85,2.5790871546844,0.5,0.013,1.78101939492284e-81
"Ebf1",7.53340315729788e-84,2.53678771041691,0.5,0.014,1.31442818288533e-79
"Slc6a20a",1.17652601283531e-83,2.44573867849604,0.409,0.009,2.05280258719505e-79
"Vtn",3.81842307533573e-69,2.96873482989184,0.682,0.031,6.66238458184578e-65
"Pdgfrb",7.65587453182883e-37,1.80804961721255,0.455,0.025,1.33579698831349e-32
"Cped1",1.15608719463277e-23,2.02800931342086,0.273,0.015,2.01714093719526e-19
"Cald1",9.2110792303441e-20,2.02344576847176,0.591,0.077,1.60714910411044e-15
"Plxdc2",1.96547914564545e-15,1.55436308813086,0.636,0.106,3.42936801332218e-11
"Il34",2.0862425239645e-14,1.59257548908369,0.409,0.053,3.64007595581325e-10
"Atp1a2",9.64550566653241e-14,1.36601825561775,0.818,0.169,1.68294782869657e-09
"Pitpnc1",3.81030270813924e-12,1.78864053426466,0.773,0.201,6.64821616516135e-08
"Arhgap6",4.71229715953675e-12,1.64508601424908,0.318,0.038,8.22201608395972e-08
"Plcl1",5.0614498505146e-09,1.23880915952111,0.682,0.181,8.83121769917788e-05
"Pde7b",2.75693216920359e-07,1.35516205533637,0.455,0.111,0.00481029524882642
"Dlc1",4.64207387476381e-07,1.70727833261065,0.5,0.148,0.0080994904966879
"Prdm5",7.31737591276083e-07,1.2203612845935,0.364,0.077,0.0127673574925851
"Car4",9.84442597804785e-07,1.33223535743435,0.318,0.064,0.0171765544464979
"Ptchd4",1.19143352582002e-06,1.05313566021086,0.682,0.217,0.0207881321585076
"Wls",2.78744073461355e-06,1.23795502892287,0.273,0.052,0.0486352659375371
"Pde8b",5.52201673903474e-06,1.4988479354652,0.5,0.173,0.0963481480626782
"Pten",1.29574010383934e-05,1.20395425305389,0.409,0.117,0.226080733317889
"Nrxn1",1.45515685055326e-05,-1.66451214991978,0.545,0.799,0.253895767284533
"Fdft1",2.00331970553651e-05,0.954223765275958,0.318,0.075,0.349539222222011
"Lrrtm4",2.16376814145639e-05,0.922594426852995,0.955,0.594,0.37753426532131
"Prpf6",2.69550252796043e-05,0.997326649313772,0.364,0.098,0.470311281078536
"Kif2a",3.17077743716791e-05,1.10041001521657,0.409,0.126,0.553237247237057
"C2cd2",3.63008940320565e-05,1.14668965359785,0.318,0.082,0.633377999071322
"Gm14964",3.95153387217848e-05,0.995182227497066,0.273,0.06,0.689463630017701
"Gm42477",4.14931744666558e-05,0.945818772016239,0.773,0.357,0.723972908094211
"Ahcyl2",7.47500186546478e-05,1.10363236131019,0.727,0.384,1
"Inpp4b",9.83267677073583e-05,1.11808218529387,0.455,0.153,1
"Nrxn3",0.000108067589494524,-2.47678595988052,0.273,0.629,1
"Mecp2",0.000115771822459123,0.946318895576507,0.318,0.087,1
"Riok3",0.000144183268466203,0.95848399179468,0.318,0.088,1
"Cyp7b1",0.000166443289529193,1.07431550811902,0.5,0.192,1
"Atrnl1",0.000177862923252844,0.908372133679151,0.545,0.22,1
"Tmem108",0.000258312345023819,0.80494886317623,0.727,0.343,1
"Trpm3",0.000260065807456551,1.31408176674828,0.682,0.36,1
"Apod",0.000331863286574807,1.30830919967069,0.364,0.119,1
"P2ry14",0.000435886548183694,1.07799563188713,0.682,0.399,1
"Trpc6",0.000518028014920464,0.797100354077534,0.364,0.116,1
"Gm42439",0.00052892067690845,0.981307732359383,0.409,0.152,1
"Nkain2",0.00069120729566407,0.765117090343764,0.955,0.663,1
"Erc2",0.000716079006925854,0.716080813390906,0.864,0.488,1
"Cntnap5a",0.000728180666962841,0.728453346463427,0.591,0.257,1
"Ptn",0.000742818859562431,0.651649710234113,0.682,0.306,1
"Sema5a",0.000794852002401808,0.836567947470794,0.318,0.097,1
"Ccdc85a",0.00102723499041741,0.797464753634941,0.545,0.243,1
"Malat1",0.00102964439247605,0.366405165506242,1,1,1
"Crtc3",0.00103781227040626,0.807263039091863,0.318,0.103,1
"Pcdh9",0.00104075427331054,-1.17782927853786,0.545,0.813,1
"Nt5dc3",0.00105038498090758,0.953540281240805,0.318,0.108,1
"Ppp2r2b",0.00106826154005016,-2.03760655025939,0.045,0.394,1
"Rrp1",0.00114926791904277,0.847488031146008,0.364,0.131,1
"Mcmbp",0.00117821408707871,0.874253431300433,0.273,0.083,1
"Appl1",0.00119624730677041,0.840134603891978,0.318,0.107,1
"Pkig",0.00126556083935735,0.951167401928717,0.318,0.106,1
"Zbtb20",0.00127823802754599,0.596231631445025,0.955,0.742,1
"Snhg11",0.00136891026592353,-1.51851156851817,0.682,0.772,1
"Arf4",0.00147738531529614,1.03076402269675,0.318,0.113,1
"Lage3",0.00152379600878354,0.814083362683254,0.409,0.161,1
"Lingo2",0.001591116362737,0.626083515652211,0.864,0.497,1
"Rabl6",0.00167642751715934,0.825060905434216,0.5,0.231,1
"Rpl38",0.00171804251981733,0.77042890621777,0.273,0.084,1
"Ppp3ca",0.0020899855277117,0.715062614365761,0.864,0.707,1
"Slc16a2",0.00213559631008928,0.865925923325823,0.409,0.165,1
"Gm26904",0.00220771916112958,1.06221265491577,0.5,0.268,1
"Glis3",0.00222739193737012,1.10021356508023,0.318,0.113,1
"Ano3",0.00226137142474344,1.14057214454674,0.5,0.264,1
"Ndst4",0.00226970435092521,0.831094584212011,0.273,0.089,1
"Ctnnd2",0.00244839863667034,-1.52333015001067,0.318,0.567,1
"Ywhae",0.00263869375014894,0.661536503456027,0.636,0.329,1
"Gm28376",0.00266685347089228,0.86403681026122,0.682,0.392,1
"Cdh12",0.00271688879184284,0.876951085443909,0.409,0.174,1
"Vapa",0.00272712481162852,0.847187019133052,0.318,0.114,1
"Taok3",0.00279381273936897,0.834477817543716,0.273,0.092,1
"Tnrc6a",0.00284838878021711,0.797619708906887,0.318,0.115,1
"Bax",0.00296848928043353,0.931359176156583,0.364,0.146,1
"Neurod2",0.00325737006206014,0.795867898862278,0.318,0.118,1
"Synpr",0.00353311362833138,0.825081711457816,0.5,0.223,1
"Chrm3",0.00360467371633964,-2.25042489406399,0,0.286,1
"Mrps17",0.00391790420066973,0.698792622542792,0.273,0.093,1
"Plekhg5",0.00497505743725689,0.793501037167673,0.364,0.154,1
"Prkg1",0.00516172722076182,0.666810644384631,0.682,0.382,1
"Cemip",0.00522689684001553,1.04040385063294,0.273,0.1,1
"Snap25",0.00541974792997041,-1.04549256090452,0.545,0.676,1
"Bcs1l",0.00542948180854926,0.723866438801791,0.318,0.124,1
"Ntm",0.00549018719730133,-1.97590234926104,0.273,0.513,1
"4930509J09Rik",0.00553723658392144,0.690437735311952,0.545,0.285,1
"Timm9",0.00558553243255901,0.918084309209291,0.364,0.162,1
"Ptprk",0.00572749238871794,0.816228216644708,0.455,0.213,1
"Kcnip4",0.00610573627034388,0.464105447537166,1,0.726,1
"Grm7",0.00658002763423213,0.492488232393822,0.864,0.538,1
"Gpc5",0.00685376858900175,-3.06520379219666,0,0.255,1
"Nars",0.00690962396887859,0.97825258513677,0.273,0.105,1
"Sept4",0.00694766192303468,0.717364611623607,0.318,0.128,1
"Akt3",0.0070005634366964,0.902094633897971,0.5,0.255,1
"Hectd1",0.00754665258618393,0.725891446460019,0.273,0.102,1
"Arhgap35",0.00763717343242912,0.689043758069395,0.273,0.101,1
"Pip5k1b",0.0076877551517963,0.771511763506528,0.545,0.285,1
"Adarb2",0.00792947863832394,0.316607233975191,0.5,0.237,1
"Hecw1",0.00806013118231482,0.944502170911312,0.364,0.171,1
"Vamp4",0.00826785168448928,0.865908731251312,0.318,0.132,1
"Eml4",0.00834906710556325,0.903107409658153,0.273,0.104,1
"Ptgds",0.0084325598345488,1.00386285256916,0.409,0.203,1
"Zfp638",0.00845252366770961,0.893018654679282,0.364,0.163,1
"Gatm",0.00893710631748877,0.399093692472725,0.273,0.097,1
"Adgrb3",0.00917867758309994,-0.878215557663971,0.682,0.738,1
"Csmd2",0.00936037642581841,0.633360984185357,0.409,0.191,1
"Ypel3",0.00992237225288031,0.698384999277768,0.636,0.359,1
"Agbl4",0.0102613829336785,-1.56930748984505,0.045,0.299,1
"Csgalnact1",0.0102922462293682,0.438430931323577,0.318,0.122,1
"Jph1",0.0107725202533736,0.691607226900907,0.364,0.163,1
"Cpe",0.0111446260505299,-1.23950030443487,0.409,0.619,1
"Ilf2",0.0113129802786197,0.820873162821858,0.273,0.11,1
"Mef2c",0.0113155305739205,0.580454970027294,0.409,0.186,1
"Dbi",0.0115634719736535,-1.28572075493173,0.136,0.429,1
"Tmem38a",0.011956894530187,0.898330295799543,0.273,0.111,1
"Cpne4",0.0120915887527136,0.568108355987297,0.364,0.16,1
"Meg3",0.0122477230829934,-1.29566105979453,0.955,0.903,1
"Pdlim7",0.012349738984279,-1.35901078663839,0.045,0.296,1
"Slit3",0.0124892665676646,0.598848534715829,0.682,0.421,1
"Mbtd1",0.0125932072170338,0.665950753448832,0.364,0.17,1
"Dpyd",0.0125964765368856,0.8115907601406,0.364,0.175,1
"Nipbl",0.0126926916813678,0.595194092108581,0.364,0.163,1
"Pde4d",0.0129232481960852,-1.46501779898825,0.273,0.487,1
"Fam13c",0.0134017329251592,0.767528228218938,0.318,0.141,1
"Pcdh7",0.0135882431597794,-1.4978781503324,0.045,0.295,1
"Pdzd2",0.0140575052076844,0.879694544828618,0.273,0.113,1
"Tecr",0.0144007865821065,-1.13390992639351,0.182,0.455,1
"Rbfox2",0.0151108682535402,0.725919054193735,0.409,0.213,1
"Cers6",0.0155029645228702,0.758099835524445,0.409,0.209,1
"Chn1",0.0155216234196057,0.462394496894007,0.682,0.406,1
"Tmod3",0.0161140347121222,0.670880393599099,0.318,0.142,1
"Frmd4b",0.0162881239866611,0.458781794950426,0.409,0.189,1
"Gabra2",0.0167550339923624,0.627023215413391,0.5,0.28,1
"Ntng1",0.0173334040740461,0.71723543897272,0.5,0.282,1
"Ppfia2",0.0176262984192028,0.383666634581616,0.727,0.459,1
"Galntl6",0.0181261392908454,-2.70262514908503,0.136,0.349,1
"Nnat",0.0181403042797694,-1.8789895236901,0.091,0.318,1
"Cenpp",0.0181741820057139,0.634493977236901,0.273,0.113,1
"Iqgap2",0.0183308028736666,0.51029600579937,0.5,0.27,1
"Cox6c",0.0183477738438802,0.479619754205524,0.5,0.264,1
"Celf2",0.0190815170580098,0.414889519684975,0.909,0.798,1
"Usp29",0.0191517227681849,0.833505714371179,0.318,0.147,1
