"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cntnap5a",0,1.60795975987156,0.787,0.238,0
"Gm28928",0,1.5716897988556,0.579,0.091,0
"Brinp3",0,1.81129044187835,0.682,0.153,0
"Kcnh7",0,2.20095301001901,0.983,0.308,0
"Ptprt",0,1.26487341617542,0.599,0.14,0
"Tshz2",0,1.53918230840553,0.55,0.105,0
"Pex5l",0,1.99689762758281,0.924,0.29,0
"Ntng1",0,1.62946676448994,0.893,0.261,0
"Ndst3",0,1.65908626368563,0.577,0.087,0
"Ndst4",0,2.01353911758197,0.617,0.07,0
"Tox",0,1.30907651978215,0.481,0.079,0
"Ptprd",0,1.23524641324683,0.998,0.706,0
"Ldb2",0,1.90967065110771,0.784,0.152,0
"Kctd8",0,1.71243869032497,0.434,0.04,0
"Fras1",0,1.62584142826854,0.453,0.04,0
"Tmem132d",0,1.1858768022533,0.437,0.082,0
"Cadps2",0,1.69045246614904,0.669,0.145,0
"Grm8",0,2.0649578672386,0.722,0.084,0
"Lrrtm4",0,1.39246310192866,0.995,0.58,0
"Cntn6",0,1.51447692573345,0.44,0.052,0
"Cntn4",0,1.95707044282635,0.943,0.315,0
"Adgra1",0,1.33663680628436,0.465,0.082,0
"Slc35f1",0,1.67812825584347,0.749,0.167,0
"Sgcz",0,1.18833688664547,0.76,0.205,0
"Fezf2",0,1.26383390057292,0.399,0.055,0
"Stac",0,1.20316513352654,0.264,0.017,0
"Coro6",0,1.23073483801882,0.326,0.048,0
"Hcn1",0,2.18250475147896,0.92,0.255,0
"Etv1",0,1.26290760877808,0.464,0.094,0
"Meg3",0,1.25234008491062,1,0.9,0
"Slc8a1",0,1.41747779076812,0.862,0.335,0
"Sorcs1",0,1.79911019268234,0.595,0.069,0
"Cntnap5b",0,1.46094966616304,0.702,0.191,0
"Cdh6",0,1.58188464494931,0.374,0.026,0
"4930419G24Rik",0,2.1958401508607,0.99,0.47,0
"Gm27247",0,1.62348092976197,0.535,0.073,0
"St6galnac3",2.05980900738904e-303,1.35724263476559,0.685,0.201,3.59395475609239e-299
"Efna5",1.06266681320473e-291,1.3680862197873,0.401,0.076,1.85414105567962e-287
"Cntn3",7.37647530859659e-288,1.30318341402521,0.63,0.177,1.28704741184393e-283
"Grid2",2.72485744388799e-285,1.23898100094391,0.865,0.336,4.75433126809577e-281
"Agbl4",3.78441586400221e-279,1.34653681741186,0.776,0.282,6.60304879951105e-275
"Lpp",2.52231347563458e-273,1.35983804461767,0.584,0.159,4.40093255228721e-269
"Tmem91",9.9255268969119e-271,1.17056815567868,0.357,0.065,1.73180593297319e-266
"Zbtb20",9.54404627555776e-270,-2.47218957545718,0.354,0.755,1.66524519415932e-265
"Grm5",1.91169608904179e-266,1.15495166622788,0.99,0.692,3.33552733616012e-262
"Cntn5",3.63612556935408e-263,1.50349996990744,0.772,0.298,6.34431189340899e-259
"Lrrtm3",6.35212700801378e-263,1.05675827472916,0.635,0.176,1.10831912035824e-258
"Garnl3",1.35905619906578e-261,1.05214349665218,0.416,0.086,2.37128125612997e-257
"Astn2",7.91246347011237e-259,1.25916419023953,0.806,0.312,1.38056662626521e-254
"Gm43507",1.01902440845668e-256,0.996735669960557,0.277,0.042,1.77799378787521e-252
"Cttnbp2",5.38585557200018e-256,1.22128009435102,0.942,0.539,9.39724080202591e-252
"Snhg11",5.71574658114318e-254,1.01749032251411,0.999,0.764,9.97283463477862e-250
"Pbx3",3.91383248975635e-250,1.00838527443487,0.256,0.037,6.82885492812688e-246
"4933413L06Rik",5.08258252853737e-250,1.09238913651994,0.297,0.05,8.86808999579201e-246
"Pde1a",1.14105627775092e-243,1.20522000480149,0.748,0.274,1.99091499341981e-239
