"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Col19a1",0,2.31942449924115,0.322,0.029,0
"Erbb4",0,3.73898510517085,0.904,0.105,0
"Gad2",0,2.05467730597484,0.383,0.023,0
"Gad1",0,1.49006741437058,0.351,0.056,0
"Snhg11",0,1.25992805416494,1,0.763,0
"Fgf13",0,2.06735250971655,0.503,0.119,0
"Kcnmb2",0,2.08588122695076,0.445,0.048,0
"Cit",0,1.51923540608974,0.476,0.108,0
"Dlx6os1",0,2.48949866818196,0.488,0.017,0
"Zfp536",0,1.86924786231374,0.476,0.057,0
"Grip1",0,2.94567632316414,0.865,0.206,0
"Sgcz",0,1.96268399041654,0.677,0.205,0
"4930555F03Rik",0,2.59653813633539,0.438,0.042,0
"Galntl6",0,1.9093233462814,0.843,0.329,0
"Gria4",0,1.52198862732002,0.663,0.223,0
"Rbms3",0,1.99914515633569,0.486,0.052,0
"Kcnip1",0,1.8559061831005,0.369,0.037,0
"Adarb2",0,3.46439387993893,0.738,0.217,0
"Grik1",0,2.24380216167354,0.438,0.035,0
"Ptprm",0,1.76999934685356,0.422,0.068,0
"Gm38505",0,2.09381289827096,0.449,0.044,0
"Dpp10",2.30080104288003e-303,1.57253950538663,0.521,0.14,4.01443765961708e-299
"Necab1",1.03571487295504e-289,1.43956364091981,0.316,0.056,1.80711531033195e-285
"Col25a1",5.3192438957852e-286,2.26682706942785,0.462,0.127,9.28101674936602e-282
"Nxph1",1.2014309311022e-282,1.69184230079997,0.361,0.073,2.09625668858712e-278
"Nrxn3",3.18080910790362e-270,1.64872933954571,0.945,0.616,5.54987573147024e-266
"Pde4d",1.55757625678916e-259,1.45214870265319,0.867,0.471,2.71765905284572e-255
"Meg3",5.95398725445729e-251,0.928944789456571,0.999,0.899,1.03885169615771e-246
"Slc2a13",4.88331742876149e-249,1.58997439347027,0.622,0.237,8.52041224970305e-245
"Gabrg3",3.54375964770913e-247,1.92343432549736,0.602,0.234,6.18315183332288e-243
"Dner",4.26926248720738e-240,1.34227677116075,0.382,0.093,7.44900918767944e-236
"Tle2",1.77187390439431e-236,1.19760394067367,0.28,0.053,3.09156558838719e-232
"Cntnap2",1.90270774969209e-231,1.50805470161927,0.895,0.465,3.31984448166275e-227
"Usp29",1.86493427321253e-230,1.45168208745528,0.455,0.134,3.25393731990122e-226
"Ubash3b",4.47921387848301e-224,1.15086385029659,0.279,0.054,7.81533237517716e-220
"Apba1",2.68145032024472e-223,1.48117750316172,0.524,0.184,4.67859451876299e-219
"Slc6a1",4.13206091172838e-221,1.16214637782689,0.324,0.07,7.20961987878368e-217
"Cntnap4",4.16409129143354e-219,1.25943198603972,0.251,0.045,7.26550648529325e-215
"Nyap2",3.38456522564527e-211,1.5582250208589,0.352,0.092,5.90538940570587e-207
"Zbtb20",3.9152091398706e-205,-1.67426180013134,0.44,0.754,6.83125690724622e-201
"Celf2",1.13534749365925e-192,-1.40504481468972,0.635,0.805,1.98095430693666e-188
"Gm26905",6.28186852045347e-189,1.50199583311396,0.447,0.149,1.09606041944872e-184
"Rab3c",3.12571311530907e-182,1.32025616312159,0.463,0.163,5.45374424359126e-178
"Vstm2a",7.6351731389347e-181,1.13485556995044,0.264,0.058,1.33218500928133e-176
"5330434G04Rik",6.75314161226091e-177,1.18330914111883,0.554,0.225,1.17828814850728e-172
"Spock3",6.90594698157964e-173,1.16995448235988,0.418,0.135,1.20494962934602e-168
"Zmat4",8.35903015060873e-170,1.33149769055915,0.486,0.187,1.45848358067821e-165
"Kcnc2",7.05397468191126e-164,1.48053923795791,0.435,0.157,1.23077750249988e-159
"Cntn5",2.89581761617501e-160,1.51248927277316,0.623,0.301,5.05262257670215e-156
"Npas3",6.38433192986949e-157,1.37357000478694,0.493,0.193,1.11393823512363e-152
"Tenm1",1.40926169089089e-154,1.4154188957776,0.511,0.215,2.45887979826642e-150
"Fstl5",2.09005926767826e-151,1.16770872384478,0.255,0.064,3.64673541024504e-147
"Slc35f1",1.2386178353128e-150,1.09378042225959,0.467,0.175,2.16114039905377e-146
"Unc5d",1.59301706726967e-147,1.19193991293427,0.541,0.237,2.77949617897212e-143
"Garnl3",1.26871707955714e-141,0.983066142978385,0.306,0.089,2.2136575604113e-137
"Dlc1",1.23720041731641e-138,1.22176481389381,0.386,0.138,2.15866728813368e-134
"Elavl2",3.81487121903454e-138,1.13844712354805,0.343,0.113,6.65618730297147e-134
"Fgf12",1.70671108406064e-126,1.14886757525132,0.356,0.128,2.977869499469e-122
"Unc5c",4.28736394555207e-123,1.45589673393666,0.617,0.349,7.48059261219926e-119
"Fam19a1",1.87837476651651e-122,-2.04503077931369,0.2,0.507,3.27738829261801e-118
"Pdzrn4",1.15537532194086e-121,0.98751376089491,0.307,0.097,2.01589886172241e-117
"Tcf4",2.02067664730255e-118,0.773819988315726,0.883,0.67,3.52567661421349e-114
"Ogt",1.03867746723365e-113,0.951757753779072,0.685,0.397,1.81228444482926e-109
"Frmd5",1.44677568897709e-110,0.908387618753839,0.456,0.193,2.52433422212722e-106
"Ube3a",4.78285829360193e-109,0.664484084752861,0.931,0.666,8.34513115067665e-105
"Dock4",2.93730009481814e-108,-1.46452934330904,0.219,0.512,5.12500120543869e-104
"Grik2",5.3364150140613e-108,0.899973251519659,0.765,0.495,9.31097691653415e-104
"Slit3",1.03802448154059e-106,-1.63283922950849,0.129,0.434,1.81114511539202e-102
"Gm11418",4.69654391551646e-106,1.05859539890254,0.3,0.106,8.19452982379312e-102
"Metap1d",1.02578503811102e-105,0.890681882752645,0.257,0.08,1.78978973449611e-101
"Kctd16",3.93682775350775e-103,1.1473009009341,0.621,0.386,6.86897706432032e-99
"Rapgef4os1",2.6271639104508e-102,1.00712818409375,0.582,0.311,4.58387559095456e-98
"Ankrd24",5.7643363225794e-102,0.846416008086925,0.253,0.079,1.00576140156365e-97
"Serpini1",2.69099474456826e-97,1.11499405165369,0.35,0.143,4.6952476303227e-93
"Mef2c",4.8105692813069e-96,0.878117925045054,0.414,0.177,8.39348128202427e-92
"Pam",2.78227518587682e-95,0.978400640577168,0.504,0.253,4.85451374431788e-91
"C530008M17Rik",3.52139462738562e-95,0.923327845231252,0.326,0.127,6.14412934586243e-91
"A830018L16Rik",1.10265557387278e-94,1.00482378342841,0.478,0.237,1.92391344529323e-90
"Sh3rf3",1.81216105227295e-92,0.98139812683484,0.333,0.134,3.16185860400584e-88
"Tmem145",1.80238792067307e-91,0.928486246447228,0.333,0.132,3.14480644399038e-87
"Asic2",4.51763741602955e-91,0.964274913631967,0.624,0.371,7.88237376348836e-87
"Sntg1",1.03560700921915e-89,0.909726192034211,0.652,0.399,1.80692710968557e-85
"Slc44a5",6.77125593234477e-89,1.02958159769984,0.347,0.148,1.18144873507551e-84
"Bach2",1.04689410630926e-85,0.834792501045125,0.284,0.106,1.82662083668839e-81
"Kcnd2",1.40111916808013e-84,-1.03290320967058,0.476,0.683,2.44467272446622e-80
"Xkr4",8.41058024774968e-84,0.784340047453094,0.684,0.429,1.46747804162736e-79
"Rims2",9.62347333931903e-84,0.857889325716101,0.456,0.228,1.67910362824438e-79
"2900055J20Rik",1.16977542067153e-83,0.95885851150978,0.496,0.266,2.04102415398768e-79
"Ppp3ca",5.36727859239732e-83,-0.955421075966822,0.561,0.713,9.36482768801484e-79
"Dnm3",1.34360820692689e-82,0.759215254648022,0.365,0.156,2.34432759944604e-78
"Zfp804b",1.83549592721859e-82,1.37117811609309,0.312,0.129,3.20257329381099e-78
"Syt1",3.12442875648349e-82,0.596197999646757,0.921,0.713,5.4515032943124e-78
"Rims1",5.07471073775554e-80,0.751077136243919,0.745,0.504,8.85435529523587e-76
"Gabra1",2.09806969565473e-79,0.955821669629057,0.339,0.148,3.66071200497836e-75
"Osbpl8",5.87115126290289e-78,0.889509274426297,0.32,0.136,1.0243984723513e-73
