"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cacnb2",0,1.29994878806938,0.901,0.442,0
"Kcnh7",0,1.84716723442727,0.889,0.277,0
"Ryr3",0,1.45709169442582,0.749,0.288,0
"Snhg11",0,0.764698994184431,1,0.75,0
"Dmd",0,0.947000058616175,0.829,0.46,0
"Egfem1",0,1.05286640759341,0.808,0.388,0
"Pex5l",0,1.45359718138705,0.761,0.268,0
"Kcnab1",0,1.34378455161918,0.635,0.231,0
"Sema3e",0,1.26751347744985,0.394,0.11,0
"Kcnip4",0,0.838041635103171,0.997,0.7,0
"Kcnd2",0,1.10455771344583,0.97,0.646,0
"Cntnap2",0,1.81481670394749,0.971,0.434,0
"Lrrtm4",0,-3.39221286700225,0.171,0.636,0
"Fam19a1",0,1.34008606189957,0.951,0.451,0
"Grin2b",0,1.12151779544332,0.989,0.683,0
"Nell1",0,1.3895723754101,0.428,0.096,0
"Fam189a1",0,1.07232448995724,0.613,0.273,0
"Man1a",0,1.51943321189381,0.502,0.125,0
"Atp2b1",0,1.31978879368856,0.845,0.415,0
"Galntl6",0,2.5667882890053,0.995,0.286,0
"March1",0,0.91900650876903,0.725,0.357,0
"Msra",0,1.27722873301865,0.824,0.392,0
"Hs6st3",0,1.86774212920659,0.909,0.288,0
"Tenm2",0,0.689148987967301,0.995,0.706,0
"Gria1",0,0.964839182031406,0.958,0.597,0
"Ppm1e",0,1.22955043058884,0.898,0.502,0
"Chrm3",0,2.10802316026849,0.859,0.229,0
"Brd9",0,1.45648790075771,0.627,0.21,0
"Iqgap2",0,1.37370864337501,0.652,0.232,0
"Plk2",0,1.10861082746433,0.441,0.145,0
"Arl15",0,1.31959935718663,0.695,0.276,0
"Nrxn3",0,1.12353847302881,0.985,0.594,0
"Cpne8",0,1.06610304038966,0.291,0.071,0
"Grin2a",0,1.0893802234188,0.904,0.512,0
"Epha6",0,2.03609958558879,0.989,0.529,0
"Runx2",0,1.55634821162917,0.569,0.153,0
"Cntnap5c",0,1.32145103786573,0.499,0.153,0
"Slc8a1",0,1.16669686156247,0.736,0.316,0
"Arhgap12",0,1.12934560837973,0.377,0.099,0
"4930419G24Rik",0,1.84354958798133,0.987,0.439,0
"Gm27247",0,1.37179037894562,0.359,0.063,0
"Gm26905",0,2.21618707942914,0.647,0.113,0
"Pde1a",4.37989370546221e-307,0.930146980877147,0.599,0.26,7.64203853729047e-303
"Ror1",3.20925105152799e-300,0.981743002446481,0.258,0.062,5.59950123470604e-296
"Cadps2",4.23596225983563e-294,1.01501292331608,0.407,0.139,7.39090695096121e-290
"Sorcs3",5.75893987469597e-288,0.97802555396996,0.392,0.133,1.00481982933695e-283
"Khdrbs3",7.0590466759513e-287,0.981602051551905,0.542,0.232,1.23166246401998e-282
"Etl4",4.01072264606171e-281,0.681672264724703,0.572,0.237,6.99790887284847e-277
"Meg3",1.12503174736862e-279,0.617332938505243,1,0.894,1.96295539280877e-275
"Lingo2",9.08344118538813e-275,-2.11567623402268,0.225,0.523,1.58487881802652e-270
"Celf2",1.88857848007e-274,0.608656566865259,0.991,0.779,3.29519173202613e-270
"Tmem108",8.99952393661745e-272,-2.21547905398766,0.044,0.373,1.57023693646101e-267
"Anks1b",1.09294824354855e-270,0.679844692922205,0.949,0.669,1.90697609534351e-266
"Trpm3",5.58479413768424e-268,-2.47422753177766,0.064,0.389,9.74434881143146e-264
"Adgrb3",1.89435007107549e-263,0.670426098909728,0.954,0.717,3.30526200401251e-259
"Zeb2",2.26995375516206e-262,0.780645675296669,0.829,0.489,3.96061531200676e-258
"Wbscr17",2.56804942509216e-261,0.857071528296648,0.667,0.334,4.4807326369008e-257
"Pid1",7.98203797138812e-261,0.814484055890792,0.48,0.192,1.3927059852478e-256
"Prkcb",1.8997447848175e-260,0.905311385293684,0.624,0.307,3.31467470054958e-256
"Grm5",2.8801537583081e-255,0.649668755603561,0.957,0.677,5.02529227749598e-251
