"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Kcnq5",0,2.09109293055503,0.856,0.382,0
"Rims1",0,0.804461742829003,0.882,0.479,0
"Thsd7b",0,0.869541347709372,0.417,0.102,0
"Camk1d",0,1.23731274328921,0.719,0.247,0
"Pde1a",0,0.866162681199003,0.64,0.257,0
"Ryr3",0,0.902958303869625,0.735,0.29,0
"Snhg11",0,0.880758899231906,1,0.751,0
"Frmpd4",0,1.45511108164778,0.932,0.458,0
"Nlgn1",0,0.766549068399508,0.987,0.75,0
"Fstl5",0,0.715582318171912,0.267,0.053,0
"4921511C10Rik",0,1.00439555534181,0.809,0.379,0
"Unc5c",0,1.46506667018986,0.853,0.312,0
"Ak5",0,0.965062324189359,0.828,0.333,0
"Nkain3",0,1.05485670469755,0.677,0.237,0
"Elavl2",0,0.939951489782172,0.413,0.095,0
"Slit2",0,1.94128254267274,0.67,0.101,0
"Wbscr17",0,0.834596599160854,0.765,0.326,0
"Cntnap2",0,0.942341612372434,0.892,0.443,0
"Fam19a1",0,1.53131775105697,0.783,0.468,0
"Cacna1c",0,0.962230971825362,0.739,0.28,0
"Ccnd2",0,1.015914683307,0.463,0.117,0
"Apoe",0,-2.07143621121805,0.905,0.921,0
"Sv2b",0,1.00354103317081,0.449,0.122,0
"Akap13",0,1.11977455593573,0.416,0.093,0
"Stard5",0,0.859819967422651,0.401,0.118,0
"RP23-231J2.1",0,1.8932067771501,0.426,0.044,0
"Nrip3",0,0.765793095950639,0.259,0.051,0
"Hs3st4",0,1.91970649720181,0.821,0.164,0
"Matk",0,0.971692553062559,0.924,0.501,0
"Socs2",0,1.01012440551988,0.334,0.058,0
"Mgat4c",0,1.9913476707094,0.915,0.221,0
"Syt1",0,0.680250930176532,0.987,0.696,0
"Nav3",0,0.815223820077731,0.923,0.531,0
"Trhde",0,1.58503957869626,0.54,0.082,0
"Homer3",0,0.861807497277739,0.285,0.041,0
"Cacna1a",0,1.13769226301252,0.769,0.324,0
"Nrp1",0,0.916097507514378,0.604,0.212,0
"Cadps",0,1.02421135905662,0.791,0.339,0
"Nrg3",0,0.702328493577014,0.995,0.735,0
"Opcml",0,0.863266738945519,0.987,0.731,0
"Grik4",0,1.64748307893812,0.628,0.105,0
"Peak1",0,0.963905939030644,0.414,0.098,0
"Tmem108",0,0.654538951341335,0.745,0.306,0
"Cpne4",0,1.42183993339249,0.591,0.119,0
"9530059O14Rik",0,1.3320741607189,0.786,0.275,0
"Rnf112",0,1.00347422602062,0.793,0.343,0
