"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Kcnq5",0,2.05105212860238,0.852,0.376,0
"Rims1",0,0.804359153811109,0.881,0.473,0
"Thsd7b",0,0.895883241979946,0.417,0.098,0
"Camk1d",0,1.22738567314427,0.714,0.241,0
"Pde1a",0,0.886748006657133,0.643,0.25,0
"Ryr3",0,0.922543743324381,0.738,0.284,0
"Snhg11",0,0.893761300276394,1,0.748,0
"Frmpd4",0,1.44570397382209,0.93,0.452,0
"Nlgn1",0,0.780275697555807,0.986,0.748,0
"Fstl5",0,0.699891290807984,0.256,0.051,0
"4921511C10Rik",0,1.01050150950349,0.805,0.374,0
"Unc5c",0,1.49072803194896,0.858,0.305,0
"Ak5",0,0.945172944690628,0.818,0.328,0
"Nkain3",0,1.14718383312551,0.683,0.231,0
"Elavl2",0,0.963412604217037,0.416,0.09,0
"Slit2",0,1.97925723620933,0.668,0.095,0
"Wbscr17",0,0.837038250534968,0.767,0.32,0
"Tmem178b",0,0.832018068952523,0.549,0.2,0
"Cntnap2",0,0.926379889195842,0.894,0.437,0
"Fam19a1",0,1.50687787457879,0.787,0.463,0
"Cacna1c",0,0.975532338982566,0.743,0.274,0
"Ccnd2",0,1.0618769201558,0.471,0.112,0
"Apoe",0,-2.09606920949457,0.901,0.921,0
"Ube3a",0,0.714232713845648,0.983,0.642,0
"Sv2b",0,0.981073248864958,0.436,0.118,0
"Akap13",0,1.15306582669931,0.421,0.087,0
"Stard5",0,0.931579045306467,0.412,0.114,0
"RP23-231J2.1",0,2.55512561189686,0.454,0.037,0
"Nrip3",0,0.759226177667244,0.255,0.048,0
"Hs3st4",0,1.89410901879677,0.795,0.159,0
"Matk",0,0.974829542709946,0.922,0.496,0
"Socs2",0,1.00889141035806,0.329,0.055,0
"Mgat4c",0,2.12780059813939,0.923,0.212,0
"Syt1",0,0.689269238466195,0.987,0.692,0
"Nav3",0,0.819296276020093,0.925,0.525,0
"Kcnc2",0,0.684308034704412,0.445,0.137,0
"Trhde",0,1.64276150555432,0.543,0.077,0
"Homer3",0,0.863331622880418,0.278,0.038,0
"Cacna1a",0,1.1560777245621,0.771,0.317,0
"Nrp1",0,0.948942896832669,0.603,0.206,0
"Cadps",0,1.03870020387478,0.791,0.332,0
"Nrg3",0,0.70479698369534,0.995,0.732,0
"Dock9",0,0.807450850724744,0.528,0.182,0
"Opcml",0,0.872223552749624,0.986,0.728,0
"Grik4",0,1.64463007129743,0.617,0.1,0
"Peak1",0,1.01449330994993,0.42,0.092,0
"Tmem108",0,0.679345413601915,0.749,0.3,0
"Cpne4",0,1.48728557585736,0.605,0.112,0
"9530059O14Rik",0,1.35563813677527,0.783,0.268,0
"Rnf112",0,1.04249820937643,0.798,0.337,0
"Shisa6",0,1.10304834322425,0.726,0.26,0
"Adam11",0,0.818404421527479,0.36,0.087,0
"Prkca",0,1.70700719317846,0.934,0.371,0
"Chrm3",0,1.14825933379041,0.744,0.235,0
"Rnf182",0,1.70375540647484,0.639,0.101,0
"Spock1",0,1.52855300903761,0.57,0.09,0
"2010111I01Rik",0,1.10366488913498,0.69,0.229,0
"Pde4d",0,1.32467954241605,0.929,0.438,0
"Efr3b",0,0.801200958286224,0.38,0.095,0
"Dgkb",0,0.914528319894403,0.788,0.342,0
"Dock4",0,1.22018173658148,0.92,0.455,0
"Dpf3",0,0.668981205335096,0.255,0.05,0
"Nrxn3",0,1.26230406327285,0.988,0.59,0
"Meg3",0,0.930659075844114,1,0.892,0
"Trps1",0,1.435862944581,0.62,0.158,0
"Khdrbs3",0,1.31884812643109,0.727,0.208,0
"Ly6e",0,0.767408296152553,0.491,0.148,0
"Pkp2",0,0.881880535342371,0.352,0.082,0
"Pvrl3",0,1.0364504633787,0.27,0.02,0
"Epha6",0,0.859888867251043,0.91,0.532,0
"Robo1",0,1.41148738555504,0.635,0.154,0
"Smoc2",0,0.697506046847109,0.251,0.048,0
"Rgs11",0,1.10211635412593,0.536,0.151,0
"Cntnap5c",0,1.36975256882107,0.564,0.141,0
"Ccbe1",0,1.39447171511517,0.454,0.054,0
"Dcc",0,1.16963256885561,0.891,0.39,0
"Neto1",0,1.03332424493142,0.467,0.125,0
"Prkg1",0,0.859043084509727,0.751,0.341,0
"Gm10851",0,1.05210215968242,0.261,0.026,0
"Nrg3os",0,0.83993606224359,0.829,0.412,0
