"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lhfpl3",2.05450992581064e-113,2.69618740997605,0.857,0.091,3.5847089185544e-109
"Gm38505",9.93714566095429e-61,1.68222845926926,0.529,0.058,1.7338331749233e-56
"Arhgap31",5.01962437314572e-46,1.49936482080341,0.443,0.053,8.75824060626465e-42
"Pcdh15",2.10910282868748e-33,1.51964800373647,0.743,0.182,3.67996261549392e-29
"Adarb2",2.43024708849206e-28,0.948874079088965,0.857,0.236,4.24029512000095e-24
"Nxph1",2.25825501933221e-26,1.38950788561139,0.443,0.082,3.94020335773084e-22
"Erbb4",1.00819746391145e-19,0.337733780726267,0.543,0.135,1.75910293503269e-15
"Brinp3",1.84812386082794e-18,0.969683404277603,0.586,0.169,3.22460651237259e-14
"Tnr",2.18683584688048e-18,1.44928387558395,0.729,0.312,3.81559118563706e-14
"Lrrtm4",2.4478419397529e-17,1.03168270613743,1,0.591,4.27099461648085e-13
"Ptprz1",8.18844356751608e-16,0.859657102464943,0.671,0.222,1.42871963366021e-11
"Pcdh11x",2.95976928787601e-15,1.01606419796464,0.357,0.085,5.16420545348606e-11
"Sox8",3.73282680579331e-15,1.11549267774573,0.329,0.076,6.51303621074817e-11
"Lrrc4c",9.80285364621844e-15,0.852267422719246,0.943,0.547,1.71040190419219e-10
"Grid2",2.70347459827125e-14,0.888318538723158,0.786,0.35,4.71702247906368e-10
"AI854517",3.20397740218631e-14,1.00746376501772,0.286,0.063,5.59029977133467e-10
"Dscam",3.35905918609231e-13,1.23467613837472,0.671,0.309,5.86088646789386e-09
"Zeb1",4.75049110573613e-13,1.10889304455097,0.429,0.134,8.28865688128841e-09
"Grin3a",5.11951580392717e-13,1.03882152643472,0.286,0.067,8.93253117469213e-09
"Plppr1",6.58708124829774e-13,0.990335998710084,0.257,0.057,1.14931393620299e-08
"Gm28376",1.59370048163208e-12,0.94246266917048,0.771,0.388,2.78068860035165e-08
"Il1rapl1",5.0840247282342e-12,0.879284458632019,0.914,0.609,8.87060634582302e-08
"Snhg11",1.58562089160526e-11,-2.08639128098655,0.743,0.771,2.76659133167286e-07
"Agap1",3.28155216352471e-11,0.958363942360246,0.4,0.13,5.72565221491791e-07
"Sorcs1",4.36213138433843e-11,0.712756154350251,0.314,0.085,7.61104683939369e-07
"Frmd4b",5.20984909069657e-11,0.886142956160892,0.514,0.186,9.09014469344737e-07
"Kcnd2",7.84307756621987e-11,0.705924007791989,0.971,0.672,1.36846017375404e-06
"Ncald",8.06634076358558e-11,1.01437988423856,0.5,0.192,1.40741513643041e-06
"Cntn6",9.92528382212519e-11,0.786328442846266,0.257,0.064,1.7317635212844e-06
"Stxbp6",5.69741004227638e-10,0.982847399002793,0.557,0.23,9.94084104176384e-06
"Gm20388",5.70470960137549e-10,0.631627576952609,0.986,0.84,9.95357731247996e-06
"Csmd3",6.82012778239701e-10,0.785265987321064,0.857,0.525,1.18997589547263e-05
"Tmem108",8.63895709441411e-10,0.802868651925961,0.714,0.34,1.50732523383337e-05
"Ahcyl2",9.89381437692793e-10,0.912650333150761,0.714,0.381,1.72627273248638e-05
"Cald1",1.45894867019531e-09,0.969797276856516,0.271,0.076,2.54557363975678e-05
"Sox6",1.67974965956465e-09,0.768363006198858,0.271,0.074,2.93082720600841e-05
"Maml3",2.02956335791271e-09,1.00386032066284,0.286,0.085,3.54118214688609e-05
"Cntnap2",2.91942920359475e-09,-2.69150904411111,0.171,0.479,5.09382007443212e-05
"Nkain2",4.07783277594809e-09,0.667932827071216,0.957,0.66,7.11500262747423e-05
"Ncam2",4.09360989653768e-09,0.9132540908502,0.714,0.374,7.14253054747895e-05
"Usp2",6.34728280298889e-09,0.828325463807184,0.3,0.094,0.00011074739034655
"Bcan",8.48921534150968e-09,0.622752348106312,0.471,0.183,0.000148119829278661
"Rfx3",8.50155909660112e-09,0.787249727165396,0.6,0.271,0.000148335203117496
"Fchsd2",1.15379622258037e-08,0.765863947242124,0.386,0.141,0.000201314364915822
"Dock10",1.19203675288238e-08,0.747478035915328,0.529,0.222,0.000207986572642917
"Nrg2",1.69472360427109e-08,0.958200822665246,0.314,0.107,0.00029569537447322
"Ctnna3",2.16120185446628e-08,0.781065318132397,0.486,0.203,0.000377086499567277
"Trpm3",2.16561802848234e-08,0.840531192641401,0.671,0.358,0.000377857033609599
"Brinp1",2.4325910170634e-08,0.863122871101331,0.714,0.379,0.000424438480657222
"Csmd2",2.72346973453121e-08,0.8622551099492,0.443,0.188,0.000475190999281006
"Dgkh",2.92786147265341e-08,1.01710042062772,0.386,0.147,0.000510853269748566
"Ppfia2",3.6412006259309e-08,0.727451564124304,0.8,0.455,0.000635316685212424
"Fgf14",3.79785268540738e-08,0.628734167912433,0.943,0.687,0.00066264933654988
"Cadm2",3.81389651430705e-08,0.551923969340344,0.986,0.792,0.000665448663816295
"Inpp4b",4.91745835057891e-08,0.797743029133495,0.4,0.151,0.000857998133009008
"Cdh13",5.03074963528828e-08,0.772804956739872,0.343,0.122,0.000877765196365099
"Prdm5",7.14144394947231e-08,0.698156361010915,0.257,0.077,0.00124603914030393
"Lrp1b",7.14160017566281e-08,0.599250267709233,0.971,0.766,0.00124606639864965
"Lingo2",9.77990621040381e-08,0.629733404112149,0.829,0.494,0.00170639803559126
"Spon1",1.28637694052733e-07,0.767999505647014,0.329,0.118,0.00224447048583209
"Sh3d19",1.84690585899802e-07,0.709076495960565,0.286,0.098,0.00322248134277974
"Pde4b",1.92376195808619e-07,0.487949787166468,0.471,0.208,0.00335657986446879
"Pard3",2.04764928113459e-07,0.78122549701504,0.3,0.104,0.00357273846572364
"Pid1",2.18405139105896e-07,0.758075191607146,0.471,0.214,0.00381073286711968
"Cdh9",2.35726883800558e-07,0.68633486461402,0.543,0.251,0.00411296266855213
